CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,State,State Name,FIPS State Code,FIPS Place Code,Latitude,Longitude,Population,Population (2010),10 Year Population Growth,Population Density,Migration Rate Since Previous Year,Mean Travel Time,Public Transit,Bicycle,Walkability,Public Transit+Bicycle+Walkability,Per Capita Income,Median Household Income,Poverty Rate,Median Property Value,Employed Population,Employment Rate,Median Gross Rent,Median Owner Cost With Mortgage,Median Owner Cost Without Mortgage,Owner-Occupied Housing Unit Rate,Median Age,Population 0-9,Population 10-19,Population 20-29,Population 30-39,Population 40-49,Population 50-59,Population 60-69,Population 70-79,Population Over 80,Population Under 18,Population 18-64,Population Over 65,Percent Under 18,Percent 18-64,Percent Over 65,Percent 0-9,Percent 10-19,Percent 20-29,Percent 30-39,Percent 40-49,Percent 50-59,Percent 60-69,Percent 70-79,Percent Over 80,Age Diversity Index,Percent Under 30,Percent 10-29,Percent 18-29,High School Or Higher,Bachelor Or Higher,Postgrad Degree,Population White,Population Black,Population Native,Population Asian,Population Islander,Population Other,Population Two+,Population Hispanic,Race Diversity Index,Total Crime Rate,Violent Crime Rate,Property Crime Rate,Number of Events,Number of Events per Capita,Live Event Music Rate (LMER)
12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,Columbia,MD,Maryland,24,19125,39.1938429,-76.86460919353361,104726,99615.0,5111.0,3279.2,11.51,29.73,7.08,0.06,1.68,8.82,50277.0,104237.0,7.26,402200.0,56815,0.5425109332925921,1722.0,2332.0,765.0,65.5,38.6,11598.0,14507.0,13627.0,14833.0,13775.0,14009.0,11313.0,6679.0,4385.0,23399.0,65904.0,15423.0,22.34,62.93,14.73,11.07,13.85,13.01,14.16,13.15,13.38,10.8,6.38,4.19,0.1211221629504125,37.93,26.86,15.59,95.47,63.28,33.28,48433.0,27204.0,289.0,13198.0,21.0,833.0,4274.0,9739.0,0.3119827862340188,1690.0,336.0,1354.0,537,0.0051276664820579,0.0051276664820579
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Albany,NY,New York,36,1000,42.6511674,-73.754968,96460,97856.0,-1396.0,4506.9,20.58,18.99,12.17,0.86,9.81,22.84,30777.0,49096.0,22.6,189500.0,49612,0.5143271822517106,969.0,1588.0,633.0,37.5,30.6,9650.0,13071.0,24359.0,13325.0,8116.0,10108.0,9651.0,5666.0,2514.0,16019.0,67776.0,12665.0,16.61,70.26,13.13,10.0,13.55,25.25,13.81,8.41,10.48,10.01,5.87,2.61,0.1434155045332499,48.8,38.8,32.19,85.62,43.9,19.79,49746.0,21830.0,118.0,6170.0,0.0,189.0,8199.0,10208.0,0.3396941693335292,3654.0,902.0,2751.0,494,0.005121293800539,0.005121293800539
27220,"Jackson, WY-ID",Micropolitan Statistical Area,Jackson,WY,Wyoming,56,40120,43.479965,-110.761815,10553,9577.0,976.0,3567.5,23.34,14.33,7.4,5.1,10.76,23.26,40192.0,73411.0,5.99,652100.0,6906,0.654411067942765,1427.0,1821.0,517.0,38.2,32.6,1757.0,631.0,2104.0,2491.0,1493.0,859.0,620.0,429.0,169.0,2206.0,7515.0,832.0,20.9,71.21,7.88,16.65,5.98,19.94,23.6,14.15,8.14,5.88,4.07,1.6,0.158685693291388,42.57,25.92,21.67,90.56,53.87,15.96,7692.0,48.0,0.0,36.0,0.0,3.0,111.0,2663.0,0.5950667474555489,703.0,89.0,614.0,53,0.0050222685492277,0.0050222685492277
45060,"Syracuse, NY",Metropolitan Statistical Area,Syracuse,NY,New York,36,73000,43.0481221,-76.1474244,142310,145170.0,-2860.0,5685.7,24.64,18.4,9.29,0.6,7.83,17.72,23836.0,39494.0,31.33,99800.0,58548,0.4114117068371864,814.0,1108.0,477.0,38.9,32.2,15335.0,24062.0,25750.0,19399.0,14098.0,16699.0,14194.0,8233.0,4540.0,28433.0,94478.0,19399.0,19.98,66.39,13.63,10.78,16.91,18.09,13.63,9.91,11.73,9.97,5.79,3.19,0.1294123046440061,45.78,35.0,25.8,84.79,31.81,15.0,69449.0,41755.0,2224.0,9459.0,0.0,385.0,5440.0,13598.0,0.3395007757406585,3662.0,839.0,2823.0,712,0.0050031621108846,0.0050031621108846
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Costa Mesa,CA,California,6,16532,33.6636611,-117.9194651843518,113011,109960.0,3051.0,7154.6,16.42,22.86,2.06,1.06,2.8,5.92,41242.0,91857.0,9.17,826000.0,64417,0.5700064595481856,1857.0,2883.0,577.0,38.3,34.9,15340.0,12261.0,17758.0,21017.0,15644.0,13379.0,8880.0,5463.0,3269.0,26051.0,72794.0,14166.0,23.05,64.41,12.54,13.57,10.85,15.71,18.6,13.84,11.84,7.86,4.83,2.89,0.1319915294527011,40.13,26.56,17.080000000000002,85.93,38.5,11.18,56303.0,1003.0,0.0,11875.0,549.0,306.0,3198.0,39777.0,0.3840439363688749,3591.0,431.0,3160.0,565,0.004999513321712,0.004999513321712
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Hoffman Estates,IL,Illinois,17,35411,42.0427256,-88.0792782,50841,51895.0,-1054.0,2414.4,10.65,31.57,4.15,0.17,0.33,4.65,39107.0,91917.0,4.52,283300.0,27749,0.5457996498888692,1398.0,2096.0,821.0,75.7,38.6,5979.0,6861.0,6549.0,6840.0,7311.0,7490.0,6007.0,2729.0,1075.0,11921.0,32464.0,6456.0,23.45,63.85,12.7,11.76,13.5,12.88,13.45,14.38,14.73,11.82,5.37,2.11,0.1263886426374471,38.14,26.380000000000003,14.69,91.78,47.81,17.02,25424.0,2283.0,124.0,12292.0,16.0,25.0,1200.0,9477.0,0.3458368688695481,973.0,127.0,845.0,253,0.004976298656596,0.004976298656596
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,Boston,MA,Massachusetts,25,7000,42.3602534,-71.0582912,694295,617594.0,76701.0,14363.1,18.53,31.24,31.99,2.46,16.77,51.22,48978.0,79018.0,17.1,627000.0,406937,0.5861154120366703,1620.0,2442.0,815.0,35.0,32.6,59569.0,76029.0,167380.0,125834.0,74843.0,73659.0,58801.0,36437.0,21743.0,107097.0,503542.0,83656.0,15.43,72.53,12.05,8.58,10.95,24.11,18.12,10.78,10.61,8.47,5.25,3.13,0.144101805918271,43.64,35.06,28.21,88.61,51.73,24.27,312044.0,154278.0,1444.0,66872.0,525.0,4554.0,17946.0,136632.0,0.3000919738210021,2366.0,607.0,1759.0,3352,0.0048279189681619,0.0048279189681619
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,Chicago,IL,Illinois,17,14000,41.8755616,-87.6244212,2693959,2695598.0,-1639.0,11848.4,14.66,35.27,28.36,1.5,6.62,36.48,40277.0,61811.0,16.38,275200.0,1380000,0.5122572392527132,1112.0,1974.0,701.0,45.0,35.2,308979.0,310269.0,462964.0,469300.0,340219.0,294864.0,261009.0,157790.0,88565.0,555424.0,1775906.0,362629.0,20.62,65.92,13.46,11.47,11.52,17.19,17.42,12.63,10.95,9.69,5.86,3.29,0.1281271027174395,40.18000000000001,28.71,19.56000000000001,85.74,41.34,17.48,901941.0,768524.0,1685.0,184768.0,996.0,5171.0,54584.0,776290.0,0.2816292172728523,3926.0,943.0,2983.0,12812,0.004755825905294,0.004755825905294
14260,"Boise City, ID",Metropolitan Statistical Area,Boise City,ID,Idaho,16,8830,43.648974,-116.2248881,228965,205671.0,23294.0,2736.4,19.05,18.56,0.62,3.11,4.75,8.48,38263.0,65463.0,13.66,310900.0,119121,0.5202585548009521,957.0,1375.0,438.0,60.9,37.6,22768.0,30124.0,35348.0,34067.0,30650.0,27854.0,24886.0,15350.0,7918.0,44520.0,150617.0,33828.0,19.44,65.78,14.77,9.94,13.16,15.44,14.88,13.39,12.17,10.87,6.7,3.46,0.1233873088382447,38.54,28.6,19.1,94.22,42.24,17.17,188828.0,2087.0,650.0,5829.0,229.0,684.0,6897.0,23761.0,0.6925587497585534,1933.0,293.0,1640.0,1081,0.0,0.0047212456052235
40380,"Rochester, NY",Metropolitan Statistical Area,Rochester,NY,New York,36,63000,43.157285,-77.615214,205704,210565.0,-4861.0,5751.3,18.22,18.27,7.47,1.33,5.2,14.0,25059.0,37711.0,25.27,87000.0,91960,0.4470501302842919,848.0,1055.0,468.0,36.4,33.3,24680.0,25613.0,42046.0,29639.0,21414.0,24033.0,21157.0,11137.0,5985.0,44707.0,134613.0,26384.0,21.73,65.44,12.83,12.0,12.45,20.44,14.41,10.41,11.68,10.29,5.41,2.91,0.1312776913312575,44.89,32.89,23.16,82.0,28.2,12.45,73187.0,79570.0,260.0,5610.0,30.0,972.0,4358.0,41717.0,0.3185547130704431,4175.0,819.0,3356.0,967,0.0047009294909189,0.0047009294909189
18300,"Coos Bay, OR",Micropolitan Statistical Area,Coos Bay,OR,Oregon,41,15250,43.3678937,-124.2174647,16229,15967.0,262.0,1526.8,18.08,16.04,0.17,0.39,3.3,3.86,30087.0,48919.0,16.8,181200.0,7091,0.4369338837882802,820.0,1340.0,606.0,58.5,41.3,2092.0,1735.0,2110.0,1887.0,1747.0,1992.0,2107.0,1805.0,754.0,3333.0,9417.0,3479.0,20.54,58.03,21.44,12.89,10.69,13.0,11.63,10.76,12.27,12.98,11.12,4.65,0.1164523902738918,36.58,23.69,16.04,88.2,19.29,7.43,13299.0,120.0,144.0,165.0,0.0,0.0,956.0,1545.0,0.6842634108540153,5292.0,512.0,4780.0,76,0.0046829749214369,0.0046829749214369
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Tampa,FL,Florida,12,71000,27.9477595,-82.458444,399690,335709.0,63981.0,3505.5,20.45,25.32,1.72,0.72,2.7,5.140000000000001,36747.0,57709.0,16.97,265700.0,197847,0.4950011258725512,1131.0,1622.0,462.0,48.6,36.0,48442.0,52172.0,60893.0,60892.0,54945.0,47478.0,39875.0,23008.0,11985.0,87600.0,260261.0,51829.0,21.92,65.12,12.97,12.12,13.05,15.24,15.23,13.75,11.88,9.98,5.76,3.0,0.1253199574333083,40.41,28.29,18.49,88.04,41.05,17.28,172195.0,83881.0,360.0,19477.0,408.0,618.0,9051.0,113700.0,0.3134638550909645,1885.0,520.0,1365.0,1862,0.0046586104230778,0.0046586104230778
12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,San Marcos,TX,Texas,48,65600,29.8826436,-97.9405828,63220,44894.0,18326.0,1852.0,32.83,22.09,1.59,1.33,5.57,8.49,21598.0,40370.0,32.15,171500.0,34580,0.5469788041758937,1064.0,1510.0,544.0,29.7,24.2,4963.0,10735.0,24493.0,7189.0,5106.0,4188.0,3129.0,2306.0,1111.0,8780.0,49729.0,4711.0,13.89,78.66,7.45,7.85,16.98,38.74,11.37,8.08,6.62,4.95,3.65,1.76,0.213013040406448,63.57,55.72,49.68,87.33,33.46,11.44,29224.0,3935.0,145.0,1549.0,0.0,16.0,1095.0,27256.0,0.4043261514725987,2524.0,420.0,2104.0,294,0.0046504270800379,0.0046504270800379
49340,"Worcester, MA-CT",Metropolitan Statistical Area,Worcester,MA,Massachusetts,25,82000,42.2625621,-71.8018877,185421,181045.0,4376.0,4963.1,16.59,26.08,3.53,0.17,6.75,10.45,28871.0,57092.0,17.07,249600.0,87722,0.4730963590963267,1095.0,1758.0,708.0,41.3,34.5,19695.0,26805.0,32646.0,26099.0,22173.0,22327.0,19278.0,9807.0,6591.0,35688.0,125221.0,24512.0,19.25,67.53,13.22,10.62,14.46,17.61,14.08,11.96,12.04,10.4,5.29,3.55,0.1266560479607197,42.69,32.07,23.44,86.26,30.78,11.01,98576.0,22953.0,723.0,9208.0,221.0,2038.0,4943.0,46759.0,0.3648619608162016,2631.0,632.0,1999.0,859,0.0046327007189045,0.0046327007189045
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Kansas City,MO,Missouri,29,38000,39.100105,-94.5781416,495278,459787.0,35491.0,1572.9,18.11,22.01,2.61,0.15,1.99,4.75,32517.0,55259.0,15.31,168400.0,261825,0.5286424997678072,941.0,1382.0,499.0,53.3,35.3,64163.0,58109.0,81520.0,75617.0,58615.0,58575.0,54834.0,26331.0,17514.0,111296.0,317172.0,66810.0,22.47,64.04,13.49,12.95,11.73,16.46,15.27,11.83,11.83,11.07,5.32,3.54,0.1252755614668141,41.14,28.19,18.67,91.25,36.24,12.82,268318.0,135919.0,1346.0,13089.0,771.0,769.0,14439.0,51753.0,0.3953246581856256,5705.0,1586.0,4119.0,2290,0.0046236659007668,0.0046236659007668
29940,"Lawrence, KS",Metropolitan Statistical Area,Lawrence,KS,Kansas,20,38900,38.9719384,-95.2359496,98196,87643.0,10553.0,2876.2,27.82,19.55,2.51,1.06,5.89,9.46,32633.0,57829.0,17.73,205400.0,55991,0.5701963420098578,924.0,1518.0,605.0,44.9,28.4,10783.0,13186.0,27491.0,11570.0,11109.0,7794.0,8494.0,5590.0,2179.0,17967.0,68244.0,11985.0,18.3,69.5,12.21,10.98,13.43,28.0,11.78,11.31,7.94,8.65,5.69,2.22,0.1526562523117404,52.41,41.43,34.11,94.0,51.75,20.26,73209.0,3512.0,1990.0,6746.0,0.0,196.0,5730.0,6813.0,0.5704570962220684,2608.0,422.0,2185.0,444,0.0045215691066845,0.0045215691066845
43700,"Somerset, KY",Micropolitan Statistical Area,Somerset,KY,Kentucky,21,71688,37.0920222,-84.6041084,11447,11196.0,251.0,977.0,17.88,17.49,0.0,0.0,1.93,1.93,22751.0,29611.0,31.38,118800.0,4052,0.3539792085262514,657.0,921.0,336.0,43.8,40.4,1320.0,1485.0,1466.0,1367.0,1781.0,1267.0,1120.0,920.0,721.0,2572.0,6684.0,2191.0,22.47,58.39,19.14,11.53,12.97,12.81,11.94,15.56,11.07,9.78,8.04,6.3,0.1171701819877129,37.31,25.78,14.840000000000003,78.59,14.67,5.73,10088.0,286.0,0.0,67.0,0.0,10.0,290.0,706.0,0.7817384485863565,2544.0,304.0,2240.0,51,0.0044553158032672,0.0044553158032672
28940,"Knoxville, TN",Metropolitan Statistical Area,Knoxville,TN,Tennessee,47,40000,35.9603948,-83.9210261,187610,178874.0,8736.0,1900.6,22.81,20.82,2.78,0.4,4.22,7.399999999999999,27234.0,41388.0,21.77,155400.0,93890,0.5004530675337135,845.0,1130.0,428.0,45.9,34.2,18296.0,22432.0,40826.0,25423.0,21727.0,20119.0,19120.0,12106.0,7561.0,32811.0,126301.0,28498.0,17.49,67.32,15.19,9.75,11.96,21.76,13.55,11.58,10.72,10.19,6.45,4.03,0.1306058613434114,43.47,33.72,25.98,89.42,32.87,12.58,139592.0,28373.0,1434.0,2944.0,35.0,736.0,6488.0,8008.0,0.5798240320737515,5038.0,810.0,4228.0,828,0.0044134107989979,0.0044134107989979
13380,"Bellingham, WA",Metropolitan Statistical Area,Bellingham,WA,Washington,53,5280,48.7544012,-122.4788361,92327,80885.0,11442.0,3334.8,26.91,22.22,5.59,5.41,3.23,14.23,32848.0,58492.0,18.35,432400.0,46242,0.5008502388250458,1056.0,1733.0,594.0,45.4,35.6,7179.0,11180.0,21900.0,10041.0,11459.0,8923.0,11411.0,6525.0,3709.0,12729.0,63843.0,15755.0,13.79,69.15,17.06,7.78,12.11,23.72,10.88,12.41,9.66,12.36,7.07,4.02,0.1354196274173151,43.61,35.83,29.82,95.58,46.31,17.86,69454.0,1389.0,949.0,5256.0,170.0,42.0,3319.0,8185.0,0.6260047174465968,4855.0,256.0,4599.0,406,0.004397413541001,0.004397413541001
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Camden,NJ,New Jersey,34,10000,39.9448402,-75.1198911,73560,77344.0,-3784.0,8248.0,17.56,25.92,14.02,0.4,4.89,19.31,14719.0,33120.0,28.59,88600.0,25998,0.3534257748776509,922.0,1100.0,461.0,39.3,30.3,13095.0,13408.0,9919.0,10867.0,7953.0,6894.0,6346.0,3832.0,1246.0,23523.0,42402.0,7635.0,31.98,57.64,10.38,17.8,18.23,13.48,14.77,10.81,9.37,8.63,5.21,1.69,0.1358240758763698,49.510000000000005,31.71,17.530000000000005,71.82,9.05,1.25,4269.0,28913.0,98.0,1783.0,39.0,275.0,877.0,37748.0,0.4169039164530204,3762.0,1603.0,2159.0,321,0.0043637846655791,0.0043637846655791
11540,"Appleton, WI",Metropolitan Statistical Area,Appleton,WI,Wisconsin,55,2375,44.2613967,-88.4069744,74139,72623.0,1516.0,2997.5,12.83,18.43,0.79,0.75,3.96,5.5,31313.0,58112.0,10.81,147800.0,38873,0.5243259283238242,808.0,1247.0,557.0,65.6,35.9,10242.0,9739.0,10416.0,10679.0,8794.0,10444.0,6981.0,4074.0,2770.0,18098.0,46118.0,9923.0,24.41,62.2,13.38,13.81,13.14,14.05,14.4,11.86,14.09,9.42,5.5,3.74,0.1240099738489273,41.0,27.19,16.59,92.45,33.41,10.86,59843.0,2401.0,425.0,5436.0,28.0,69.0,1437.0,4500.0,0.6620422397507936,1822.0,267.0,1555.0,320,0.0043162168359432,0.0043162168359432
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Baytown,TX,Texas,48,6128,29.7355047,-94.9774274,76635,71802.0,4833.0,2077.6,18.06,25.05,0.8,0.06,0.93,1.79,26615.0,57270.0,15.1,119900.0,34014,0.4438441965159522,945.0,1392.0,520.0,56.8,32.9,12169.0,11013.0,11455.0,11168.0,9316.0,8436.0,7252.0,3731.0,2095.0,21086.0,46638.0,8911.0,27.51,60.86,11.63,15.88,14.37,14.95,14.57,12.16,11.01,9.46,4.87,2.73,0.1284028408445111,45.2,29.32,17.69,77.91,15.02,4.68,24360.0,13219.0,44.0,1384.0,14.0,62.0,1500.0,36052.0,0.3528089879834576,4183.0,434.0,3748.0,329,0.0042930775755203,0.0042930775755203
11460,"Ann Arbor, MI",Metropolitan Statistical Area,Ann Arbor,MI,Michigan,26,3000,42.2681569,-83.7312291,119976,113934.0,6042.0,4298.3,30.19,20.02,10.54,3.86,16.52,30.92,44915.0,72137.0,20.41,370100.0,63318,0.5277555511102221,1237.0,1941.0,811.0,45.2,27.6,8190.0,19692.0,38317.0,13951.0,11255.0,8872.0,10595.0,6068.0,3036.0,15997.0,89549.0,14430.0,13.33,74.64,12.03,6.83,16.41,31.94,11.63,9.38,7.39,8.83,5.06,2.53,0.1723782439338461,55.18000000000001,48.35,41.85000000000001,97.65,76.1,46.28,81518.0,8027.0,226.0,20270.0,64.0,373.0,4468.0,5789.0,0.4921539344657138,1563.0,244.0,1320.0,514,0.0042841901713676,0.0042841901713676
16620,"Charleston, WV",Metropolitan Statistical Area,Charleston,WV,West Virginia,54,14600,38.3505995,-81.6332812,48006,51400.0,-3394.0,1524.0,15.29,17.53,5.45,0.17,6.04,11.66,35412.0,43344.0,20.92,145800.0,21862,0.4554014081573136,735.0,1174.0,416.0,56.6,42.0,5239.0,4931.0,6098.0,6319.0,5892.0,6378.0,7021.0,3652.0,2476.0,8923.0,29796.0,9287.0,18.59,62.07,19.35,10.91,10.27,12.7,13.16,12.27,13.29,14.63,7.61,5.16,0.1184563200995216,33.879999999999995,22.97,15.289999999999996,91.91,39.27,18.95,37096.0,7498.0,146.0,1014.0,0.0,59.0,1699.0,494.0,0.6233245268880501,5530.0,921.0,4609.0,205,0.00427029954589,0.00427029954589
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Bristol,TN,Tennessee,47,8540,36.5945034,-82.1885212,26852,26702.0,150.0,822.1,13.69,21.21,0.2,0.09,1.02,1.31,25168.0,42010.0,20.79,133600.0,11539,0.4297259049605244,666.0,1040.0,364.0,66.0,42.4,2793.0,3636.0,3234.0,2927.0,3403.0,3532.0,3734.0,2370.0,1223.0,5626.0,15919.0,5307.0,20.95,59.28,19.76,10.4,13.54,12.04,10.9,12.67,13.15,13.91,8.83,4.55,0.1180735584459079,35.98,25.58,15.029999999999998,87.89,25.61,9.32,24403.0,761.0,5.0,133.0,4.0,17.0,852.0,677.0,0.8283750371697456,3439.0,574.0,2865.0,114,0.0042454938179651,0.0042454938179651
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,Kalamazoo,MI,Michigan,26,42160,42.291707,-85.5872286,76201,74262.0,1939.0,3089.3,28.29,18.05,3.38,1.1,7.31,11.79,22158.0,39494.0,26.26,122000.0,38932,0.5109119302896288,795.0,1041.0,474.0,44.2,27.8,7553.0,10306.0,22968.0,8894.0,7165.0,6892.0,5741.0,3567.0,3115.0,13308.0,54102.0,8791.0,17.46,71.0,11.54,9.91,13.52,30.14,11.67,9.4,9.04,7.53,4.68,4.09,0.1591384844495913,53.57,43.66,36.11,85.09,31.18,11.62,48092.0,16107.0,92.0,1544.0,0.0,124.0,4312.0,5748.0,0.454460252829577,6235.0,1432.0,4803.0,322,0.0042256663298381,0.0042256663298381
33540,"Missoula, MT",Metropolitan Statistical Area,Missoula,MT,Montana,30,50200,46.8701049,-113.995267,75527,66788.0,8739.0,2191.3,25.43,18.31,4.9,5.26,4.68,14.84,33194.0,50194.0,13.78,317800.0,42856,0.5674262184384392,859.0,1620.0,503.0,47.4,34.6,6433.0,9770.0,16380.0,10697.0,9536.0,8165.0,7550.0,4167.0,2829.0,13200.0,51425.0,10902.0,17.48,68.09,14.43,8.52,12.94,21.69,14.16,12.63,10.81,10.0,5.52,3.75,0.1331398393874871,43.150000000000006,34.63,25.670000000000005,96.27,48.81,16.19,65236.0,579.0,1069.0,1568.0,62.0,62.0,2431.0,2703.0,0.7864441714175125,4081.0,492.0,3590.0,318,0.0042104148185417,0.0042104148185417
34060,"Morgantown, WV",Metropolitan Statistical Area,Morgantown,WV,West Virginia,54,55756,39.6296809,-79.9559437,30712,29660.0,1052.0,3076.0,40.01,16.62,3.7,1.12,17.23,22.05,25661.0,42966.0,32.68,210300.0,13907,0.4528197447251889,851.0,1249.0,387.0,42.5,24.6,1840.0,6098.0,10509.0,3602.0,2088.0,2266.0,2353.0,1137.0,819.0,3355.0,24222.0,3135.0,10.92,78.87,10.21,5.99,19.86,34.22,11.73,6.8,7.38,7.66,3.7,2.67,0.1918462032193529,60.07,54.08,49.15,93.61,55.0,29.49,26213.0,1263.0,34.0,1058.0,0.0,234.0,799.0,1111.0,0.7333933284839501,2223.0,156.0,2067.0,129,0.0042003125814014,0.0042003125814014
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Detroit,MI,Michigan,26,22000,42.3315509,-83.0466403,670052,713777.0,-43725.0,4830.4,14.33,25.42,7.55,0.48,3.52,11.55,21044.0,33965.0,30.61,58900.0,261192,0.3898085521720702,824.0,1099.0,451.0,47.2,35.0,94277.0,89211.0,105705.0,88436.0,78145.0,77131.0,71995.0,42549.0,22603.0,166118.0,406836.0,97098.0,24.79,60.72,14.49,14.07,13.31,15.78,13.2,11.66,11.51,10.74,6.35,3.37,0.1233960072494843,43.16,29.09,18.370000000000005,83.64,16.66,6.98,70901.0,518305.0,4111.0,11705.0,25.0,870.0,8846.0,55289.0,0.6168714033203696,5389.0,2179.0,3211.0,2813,0.0041981816336642,0.0041981816336642
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Sacramento,CA,California,6,64000,38.5810606,-121.493895,513620,466488.0,47132.0,5255.5,17.78,26.92,3.39,1.63,2.97,7.99,34659.0,69134.0,13.94,380600.0,253812,0.4941629998831821,1263.0,1869.0,518.0,48.5,34.8,67163.0,61885.0,82988.0,86332.0,60538.0,56775.0,50148.0,29354.0,18437.0,115616.0,325161.0,72843.0,22.51,63.31,14.18,13.08,12.05,16.16,16.81,11.79,11.05,9.76,5.72,3.59,0.1261726804393856,41.290000000000006,28.21,18.780000000000005,87.01,33.74,11.6,164455.0,57820.0,2928.0,93468.0,9604.0,973.0,25644.0,158728.0,0.2466909442675101,3428.0,683.0,2745.0,2154,0.0041937619251586,0.0041937619251586
20460,"Durant, OK",Micropolitan Statistical Area,Durant,OK,Oklahoma,40,22050,33.9919761,-96.3776762,17856,15856.0,2000.0,668.9,24.46,13.8,0.18,0.56,4.11,4.8500000000000005,21635.0,38603.0,22.75,123300.0,7815,0.4376680107526882,748.0,994.0,372.0,43.6,33.2,2297.0,2456.0,3431.0,2388.0,1880.0,1729.0,1929.0,1030.0,716.0,3950.0,11160.0,2746.0,22.12,62.5,15.38,12.86,13.75,19.21,13.37,10.53,9.68,10.8,5.77,4.01,0.1272918090672672,45.82,32.96,23.7,83.84,25.09,10.06,11998.0,403.0,2474.0,149.0,55.0,11.0,1252.0,1514.0,0.4833536834455977,3151.0,210.0,2941.0,74,0.0041442652329749,0.0041442652329749
14010,"Bloomington, IL",Metropolitan Statistical Area,Bloomington,IL,Illinois,17,6613,40.4797828,-88.9939147,77323,76610.0,713.0,2850.2,15.32,15.8,1.17,0.68,2.86,4.71,35083.0,67874.0,13.19,173900.0,39909,0.5161336213028465,836.0,1470.0,586.0,60.7,35.4,10238.0,10950.0,10651.0,10449.0,11722.0,9083.0,7661.0,4276.0,2293.0,18392.0,48957.0,9974.0,23.79,63.31,12.9,13.24,14.16,13.77,13.51,15.16,11.75,9.91,5.53,2.97,0.1253445887017766,41.17,27.93,17.380000000000003,91.38,49.11,17.27,56929.0,7943.0,187.0,6199.0,17.0,220.0,1735.0,4785.0,0.5534335964798993,1899.0,495.0,1403.0,319,0.0041255512590044,0.0041255512590044
31580,"Madisonville, KY",Micropolitan Statistical Area,Madisonville,KY,Kentucky,21,49368,37.3280037,-87.4986989,18936,19591.0,-655.0,1066.3,19.54,18.12,0.27,0.0,1.34,1.61,24158.0,44720.0,22.4,125000.0,7875,0.4158745247148289,746.0,982.0,354.0,56.4,36.3,2775.0,2408.0,2632.0,2306.0,2221.0,2357.0,1879.0,1631.0,727.0,4874.0,10761.0,3301.0,25.74,56.83,17.43,14.65,12.72,13.9,12.18,11.73,12.45,9.92,8.61,3.84,0.1197391036799117,41.27,26.62,15.530000000000005,87.63,20.81,8.8,15160.0,2236.0,73.0,254.0,0.0,0.0,586.0,627.0,0.6571207739460447,1512.0,91.0,1422.0,78,0.0041191381495564,0.0041191381495564
32660,"McMinnville, TN",Micropolitan Statistical Area,McMinnville,TN,Tennessee,47,45100,35.683404,-85.7699816,13695,13605.0,90.0,1238.1,17.45,22.51,0.0,0.0,2.15,2.15,21858.0,35909.0,31.61,98400.0,5375,0.3924790069368382,637.0,870.0,327.0,48.8,39.3,1548.0,1877.0,1801.0,1837.0,1534.0,1862.0,1486.0,1159.0,591.0,3191.0,8170.0,2334.0,23.3,59.66,17.04,11.3,13.71,13.15,13.41,11.2,13.6,10.85,8.46,4.32,0.1186144047757875,38.16,26.86,14.860000000000005,74.18,15.68,7.16,11173.0,327.0,60.0,106.0,80.0,18.0,443.0,1488.0,0.6791168337862783,4439.0,949.0,3490.0,56,0.0040890836071558,0.0040890836071558
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Tempe,AZ,Arizona,4,73000,33.4255056,-111.9400091,195816,161719.0,34097.0,4898.2,31.57,22.21,4.13,3.18,5.89,13.2,34679.0,66297.0,17.19,323600.0,106830,0.5455631817624709,1164.0,1484.0,485.0,40.6,30.0,15377.0,22854.0,59524.0,32954.0,18444.0,16100.0,16393.0,9337.0,4833.0,25323.0,148367.0,22126.0,12.93,75.77,11.3,7.85,11.67,30.4,16.83,9.42,8.22,8.37,4.77,2.47,0.1660322738034141,49.92,42.07,36.99,95.64,50.26,20.23,115142.0,14219.0,2741.0,17631.0,204.0,173.0,4902.0,40804.0,0.4033802962693174,4113.0,550.0,3563.0,776,0.0039629039506475,0.0039629039506475
